TipoHabitacion,PrecioPorNoche,MetodoPago,FrecuenciaVisitas,AfiliadoFidelidad,MotivoViaje,PaisOrigen,AtencionRecepcion,LimpiezaHabitacion,Ruido,Confort,CalidadServicio,VariedadRestaurante,FacilidadReserva,Calificacion
Premium,76.57,Online,9,Sí,Vacaciones,Brasil,4,1,1,5,5,4,5,3
Premium,147.17,Efectivo,4,Sí,Negocios,Alemania,5,4,3,5,5,4,3,5
Familiar,74.05,Online,8,Sí,Negocios,México,1,4,2,5,3,5,5,4
Premium,146.65,Tarjeta,7,Sí,Vacaciones,Argentina,1,4,1,5,2,5,4,4
Estándar,138.5,Efectivo,7,No,Negocios,Argentina,5,5,1,2,5,3,3,4
Premium,50.97,Transferencia,2,Sí,Negocios,EEUU,3,4,3,5,1,2,4,4
Suite,92.9,Online,1,Sí,Otro,Argentina,4,5,2,2,1,5,4,3
Familiar,167.76,Tarjeta,4,Sí,Evento,Colombia,1,1,1,2,3,3,4,2
Estándar,80.75,Tarjeta,2,Sí,Otro,EEUU,4,4,1,3,1,1,2,3
Familiar,101.42,Tarjeta,8,Sí,Evento,México,3,3,5,5,5,4,3,3
Suite,138.48,Transferencia,7,No,Evento,Alemania,4,1,1,4,2,2,2,3
Suite,151.34,Efectivo,8,No,Negocios,Alemania,3,3,5,5,3,2,2,3
Suite,109.94,Efectivo,6,No,Evento,Alemania,2,3,5,4,3,3,4,4
Premium,96.1,Tarjeta,1,No,Evento,Brasil,3,2,2,5,4,5,1,4
Premium,176.89,Online,9,Sí,Vacaciones,México,1,5,4,2,4,4,5,3
Familiar,189.56,Tarjeta,6,Sí,Evento,Brasil,5,2,5,5,2,4,1,3
Familiar,159.15,Tarjeta,1,Sí,Vacaciones,Brasil,5,5,2,5,2,2,4,4
Estándar,123.41,Online,1,No,Otro,Argentina,4,2,3,5,3,2,5,5
Estándar,87.67,Tarjeta,8,Sí,Negocios,EEUU,2,1,5,5,5,4,5,3
Familiar,86.78,Transferencia,6,No,Evento,México,4,3,4,3,5,1,4,3
Premium,140.9,Tarjeta,8,Sí,Vacaciones,México,3,1,3,3,4,3,2,3
Suite,136.74,Transferencia,8,Sí,Otro,Argentina,5,5,5,2,2,1,5,3
Familiar,176.06,Tarjeta,8,No,Otro,EEUU,3,3,5,2,2,5,5,4
Estándar,146.02,Efectivo,7,No,Otro,España,5,3,4,4,5,1,5,4
Premium,59.88,Online,7,No,Vacaciones,Brasil,5,5,1,2,4,1,5,4
Familiar,162.08,Efectivo,4,No,Vacaciones,Alemania,5,1,4,3,5,5,3,4
Familiar,80.08,Tarjeta,9,No,Negocios,Colombia,1,3,2,2,5,3,2,3
Premium,104.64,Tarjeta,2,No,Evento,Brasil,3,1,2,4,3,4,3,3
Familiar,130.01,Transferencia,9,No,Otro,Colombia,4,1,4,4,2,1,3,3
Premium,199.83,Tarjeta,3,Sí,Negocios,EEUU,2,1,4,3,3,3,4,3
Suite,244.4,Tarjeta,2,No,Vacaciones,Colombia,4,3,4,2,3,5,2,3
Premium,144.27,Tarjeta,4,No,Negocios,España,3,4,4,4,5,3,1,3
Premium,112.67,Efectivo,5,No,Otro,México,2,2,4,2,4,1,2,3
Premium,141.38,Transferencia,2,No,Otro,Alemania,4,5,5,2,5,4,1,4
Familiar,155.51,Efectivo,1,No,Negocios,Colombia,2,1,3,3,4,5,5,3
Familiar,107.17,Transferencia,5,No,Otro,Colombia,3,3,2,3,2,5,1,3
Premium,191.81,Efectivo,9,No,Vacaciones,EEUU,5,5,2,2,1,1,1,3
Familiar,129.2,Tarjeta,5,No,Otro,EEUU,3,4,3,5,2,3,1,3
Estándar,139.91,Efectivo,9,No,Evento,Argentina,1,4,4,5,5,4,5,4
Estándar,146.64,Efectivo,6,No,Evento,México,2,3,3,1,4,5,5,2
Familiar,136.86,Transferencia,3,Sí,Otro,Alemania,3,1,4,1,1,1,3,2
Familiar,153.56,Transferencia,4,No,Negocios,Argentina,5,4,2,1,4,1,1,3
Premium,95.31,Efectivo,4,Sí,Otro,Argentina,5,4,1,3,4,2,2,3
Suite,97.67,Transferencia,1,No,Evento,Colombia,3,4,2,2,1,2,4,3
Familiar,75.99,Transferencia,3,Sí,Vacaciones,México,4,3,2,4,1,3,3,3
Estándar,137.58,Transferencia,3,No,Evento,Alemania,3,5,1,2,2,1,1,2
Premium,151.16,Online,1,No,Otro,México,5,2,3,2,3,3,3,3
Familiar,138.31,Transferencia,9,Sí,Otro,Colombia,3,3,5,1,1,3,1,2
Estándar,186.98,Online,1,Sí,Negocios,EEUU,1,1,4,2,3,4,1,3
Estándar,119.78,Online,9,No,Otro,EEUU,4,3,4,1,3,2,3,2
Suite,146.75,Transferencia,1,Sí,Otro,EEUU,3,3,2,2,3,3,1,2
Premium,76.33,Efectivo,2,Sí,Vacaciones,España,5,2,1,4,3,4,1,3
Premium,104.52,Transferencia,2,No,Vacaciones,México,3,2,2,5,1,4,4,4
Suite,147.82,Tarjeta,6,No,Vacaciones,Colombia,3,2,2,5,4,2,2,3
Suite,153.96,Efectivo,7,No,Negocios,México,2,5,3,3,1,2,5,2
Premium,108.24,Online,1,No,Negocios,EEUU,3,3,4,4,1,1,4,3
Premium,117.14,Online,3,Sí,Evento,Brasil,1,1,5,2,5,3,5,3
Familiar,59.29,Efectivo,2,Sí,Negocios,Brasil,5,2,1,4,5,4,5,4
Familiar,105.72,Efectivo,8,Sí,Vacaciones,México,2,2,5,2,2,1,2,3
Suite,155.62,Transferencia,9,No,Negocios,Alemania,3,3,1,4,3,3,4,3
Familiar,143.01,Online,2,No,Otro,Brasil,4,1,4,4,3,3,1,3
Estándar,140.03,Tarjeta,2,Sí,Negocios,Brasil,1,2,3,5,5,1,2,3
Familiar,121.99,Transferencia,9,No,Otro,México,1,3,5,4,4,4,1,3
Familiar,120.28,Efectivo,4,No,Evento,Argentina,1,4,1,3,2,1,1,2
Estándar,93.59,Online,5,No,Otro,España,2,5,2,2,4,3,1,3
Suite,147.95,Efectivo,9,No,Vacaciones,España,3,3,4,1,5,1,1,3
Estándar,136.84,Efectivo,6,No,Evento,EEUU,1,2,3,4,4,1,4,2
Familiar,139.68,Efectivo,9,No,Evento,Colombia,3,1,2,1,3,3,5,2
Suite,98.96,Transferencia,9,No,Evento,Argentina,4,4,3,5,5,2,5,3
Familiar,40.0,Tarjeta,7,No,Vacaciones,Alemania,3,1,1,1,4,4,4,2
Estándar,163.89,Tarjeta,9,No,Otro,Argentina,3,1,2,3,2,3,5,3
Estándar,100.85,Online,5,No,Evento,Colombia,3,1,3,3,2,2,2,2
Familiar,85.49,Efectivo,5,Sí,Vacaciones,Colombia,5,3,4,5,1,1,1,3
Premium,147.74,Tarjeta,8,Sí,Evento,Alemania,2,3,5,3,5,2,1,2
Premium,104.32,Efectivo,4,No,Evento,España,3,5,5,2,5,3,1,3
Estándar,162.4,Online,9,No,Vacaciones,Argentina,1,4,2,3,5,3,3,3
Estándar,144.68,Efectivo,7,No,Negocios,Brasil,5,1,4,4,3,1,2,3
Premium,147.34,Tarjeta,7,No,Evento,EEUU,3,2,4,3,3,3,3,3
Premium,65.36,Efectivo,3,Sí,Negocios,México,5,1,3,2,5,5,4,3
Familiar,168.48,Tarjeta,4,No,Evento,España,2,4,2,5,4,2,3,3
Familiar,130.45,Online,7,Sí,Negocios,EEUU,5,1,4,3,3,5,5,2
Premium,105.23,Efectivo,5,No,Otro,Brasil,1,3,3,2,5,5,5,3
Familiar,125.74,Tarjeta,3,No,Negocios,España,3,3,4,4,3,2,2,3
Familiar,48.95,Online,1,No,Negocios,Argentina,1,4,2,1,1,3,3,1
Suite,136.35,Efectivo,7,Sí,Negocios,Alemania,4,5,4,1,2,2,3,2
Familiar,78.83,Online,6,No,Negocios,Colombia,5,1,4,5,1,1,1,3
Estándar,65.89,Tarjeta,7,No,Otro,Alemania,5,4,4,5,5,5,2,5
Familiar,59.11,Efectivo,2,No,Vacaciones,Brasil,5,2,5,1,2,5,1,3
Familiar,164.51,Efectivo,4,No,Negocios,México,2,2,1,1,4,3,2,2
Premium,94.83,Efectivo,2,No,Vacaciones,Alemania,1,5,2,5,5,2,2,3
Estándar,181.35,Online,8,No,Evento,Brasil,4,3,5,1,4,4,3,4
Familiar,98.57,Online,7,No,Vacaciones,Colombia,2,4,1,3,4,3,1,3
Familiar,51.71,Tarjeta,1,Sí,Negocios,España,2,1,4,2,3,3,4,3
Suite,75.34,Transferencia,2,No,Vacaciones,EEUU,3,4,4,5,3,3,1,4
Familiar,169.43,Efectivo,2,No,Otro,Brasil,4,5,5,2,2,2,4,4
Familiar,113.76,Efectivo,4,Sí,Otro,Brasil,5,4,3,4,2,3,5,4
Suite,98.07,Tarjeta,3,Sí,Negocios,Argentina,5,5,2,4,3,1,2,3
Premium,126.4,Efectivo,1,Sí,Vacaciones,México,3,5,1,3,2,1,1,2
Familiar,140.07,Online,2,Sí,Evento,España,5,5,4,4,1,5,2,4
Suite,164.7,Online,9,No,Otro,Brasil,1,4,2,5,5,5,1,4
Estándar,177.94,Efectivo,1,No,Negocios,Brasil,5,2,4,3,1,2,5,3
Premium,105.61,Efectivo,9,No,Otro,EEUU,1,1,4,3,5,4,1,3
Estándar,66.96,Online,7,No,Negocios,Colombia,3,5,4,5,3,5,5,4
Estándar,103.46,Efectivo,2,No,Vacaciones,Alemania,3,3,2,1,1,5,2,3
Suite,130.41,Online,2,No,Vacaciones,Argentina,1,5,5,2,4,5,3,5
Familiar,81.45,Transferencia,5,No,Vacaciones,España,5,4,2,5,1,5,4,4
Suite,81.71,Transferencia,5,No,Vacaciones,EEUU,3,5,2,1,2,3,2,3
Suite,133.75,Efectivo,4,No,Vacaciones,EEUU,3,3,3,1,1,5,3,2
Suite,118.05,Efectivo,3,No,Negocios,Alemania,1,2,3,4,3,2,2,2
Suite,121.31,Efectivo,4,Sí,Otro,España,3,4,5,3,3,3,2,4
Premium,89.66,Online,4,No,Evento,España,5,4,3,3,2,3,1,4
Familiar,110.78,Transferencia,2,No,Otro,Argentina,3,4,5,4,5,2,5,4
Estándar,83.03,Transferencia,5,No,Vacaciones,Colombia,1,3,4,4,2,4,5,3
Estándar,155.61,Tarjeta,5,No,Otro,España,5,4,4,3,5,5,1,4
Familiar,161.41,Tarjeta,5,Sí,Otro,Argentina,4,2,2,5,3,1,1,3
Estándar,46.15,Efectivo,1,No,Negocios,Brasil,1,1,4,5,3,4,2,3
Familiar,82.82,Online,6,No,Evento,Alemania,4,1,3,5,5,5,5,4
Estándar,60.14,Efectivo,2,No,Evento,España,3,5,1,5,1,1,2,3
Suite,94.0,Transferencia,7,Sí,Vacaciones,Colombia,5,1,2,4,1,3,3,3
Estándar,116.66,Efectivo,4,No,Negocios,EEUU,3,3,5,2,2,3,3,3
Familiar,62.01,Efectivo,5,No,Negocios,Brasil,5,1,4,2,3,3,1,3
Familiar,83.13,Transferencia,5,No,Negocios,España,2,3,2,3,1,5,5,3
Familiar,79.84,Transferencia,5,Sí,Negocios,Alemania,3,3,2,2,3,2,3,3
Familiar,128.29,Transferencia,2,Sí,Negocios,España,3,5,2,5,2,3,5,4
Familiar,122.77,Transferencia,5,No,Evento,Argentina,3,1,4,4,4,3,5,4
Premium,91.13,Tarjeta,3,Sí,Evento,México,1,5,5,5,3,3,4,4
Premium,127.07,Online,4,No,Otro,Colombia,5,4,2,1,4,5,3,3
Estándar,98.13,Online,2,No,Evento,EEUU,5,2,2,4,3,1,3,2
Familiar,109.13,Transferencia,4,No,Negocios,México,5,1,2,1,5,4,2,4
Estándar,186.94,Online,9,No,Otro,Alemania,1,4,4,1,4,3,2,3
Familiar,173.62,Online,8,Sí,Evento,España,5,4,3,3,5,4,5,5
Familiar,68.02,Online,3,No,Otro,Colombia,3,5,5,1,5,2,1,3
Premium,153.19,Online,1,No,Evento,Brasil,4,5,2,2,2,2,2,3
Premium,152.46,Transferencia,1,No,Vacaciones,Argentina,2,2,2,2,2,2,2,2
Suite,74.07,Efectivo,6,No,Evento,Argentina,5,2,2,1,1,3,5,2
Premium,152.75,Efectivo,3,No,Otro,España,1,2,4,3,4,4,3,2
Suite,181.52,Efectivo,4,Sí,Vacaciones,España,1,2,3,1,1,1,2,1
Suite,75.1,Tarjeta,1,No,Negocios,España,5,5,2,4,4,5,1,4
Suite,83.3,Online,8,No,Otro,Brasil,4,3,2,4,2,4,5,4
Suite,160.71,Transferencia,1,No,Negocios,España,5,5,4,4,2,5,3,4
Suite,130.86,Transferencia,5,No,Negocios,Colombia,1,3,5,4,2,4,4,4
Estándar,142.06,Tarjeta,6,Sí,Otro,Brasil,2,5,5,1,4,3,1,3
Premium,133.62,Transferencia,2,No,Negocios,Brasil,4,5,3,5,2,1,3,3
Suite,135.63,Efectivo,7,No,Otro,México,5,2,5,5,1,3,5,4
Familiar,66.94,Tarjeta,7,Sí,Otro,Alemania,2,3,2,4,5,2,4,3
Premium,161.89,Transferencia,1,No,Evento,Brasil,5,4,4,3,4,1,1,3
Premium,166.78,Tarjeta,4,Sí,Vacaciones,México,4,4,2,3,5,4,2,3
Suite,110.82,Tarjeta,4,No,Negocios,Colombia,1,4,2,1,1,3,2,3
Estándar,118.26,Transferencia,5,Sí,Negocios,Alemania,4,2,3,5,3,5,1,4
Suite,58.76,Efectivo,1,No,Vacaciones,Brasil,3,4,5,1,2,3,2,3
Estándar,140.57,Transferencia,1,Sí,Vacaciones,EEUU,5,5,5,2,1,3,5,4
Familiar,142.88,Online,7,No,Vacaciones,México,2,2,5,4,3,4,1,3
Premium,117.51,Online,9,No,Vacaciones,Colombia,2,4,2,2,4,4,1,4
Familiar,164.97,Transferencia,1,Sí,Vacaciones,Colombia,4,2,4,2,1,2,2,3
Estándar,106.64,Efectivo,2,No,Evento,Colombia,4,5,4,3,4,1,1,4
Estándar,142.58,Online,6,Sí,Otro,Argentina,4,2,2,5,5,3,4,4
Familiar,79.21,Online,6,No,Vacaciones,Alemania,2,4,1,4,5,5,1,4
Estándar,119.06,Transferencia,2,No,Evento,España,1,2,2,1,4,4,2,2
Familiar,113.03,Transferencia,9,No,Vacaciones,EEUU,2,1,5,4,5,4,2,3
Premium,129.01,Transferencia,4,No,Vacaciones,Alemania,1,4,2,1,5,2,2,3
Familiar,105.22,Tarjeta,7,No,Negocios,Alemania,4,5,1,1,2,1,2,2
Premium,114.74,Tarjeta,6,Sí,Negocios,Brasil,3,3,2,5,4,2,5,3
Familiar,153.04,Tarjeta,3,No,Negocios,Argentina,2,2,5,2,4,4,2,2
Estándar,102.53,Transferencia,8,Sí,Negocios,México,4,2,3,1,3,5,4,2
Familiar,55.74,Efectivo,7,No,Otro,EEUU,2,4,4,5,2,2,1,2
Estándar,189.98,Online,9,Sí,Otro,Colombia,4,4,1,2,1,3,3,3
Familiar,175.26,Tarjeta,3,No,Negocios,Alemania,2,1,3,2,2,4,3,3
Familiar,68.31,Efectivo,1,Sí,Negocios,EEUU,5,5,4,4,1,4,5,4
Suite,147.59,Transferencia,2,No,Vacaciones,México,2,2,3,4,4,2,3,3
Estándar,99.88,Tarjeta,1,Sí,Vacaciones,España,5,2,2,4,2,5,2,3
Suite,130.54,Transferencia,5,Sí,Negocios,EEUU,1,3,2,3,3,2,3,2
Estándar,131.77,Efectivo,2,No,Negocios,Argentina,2,2,4,2,5,5,4,3
Suite,110.62,Tarjeta,3,Sí,Negocios,Argentina,1,2,4,3,1,4,2,3
Premium,88.65,Tarjeta,8,No,Vacaciones,Colombia,3,1,2,4,5,2,3,3
Familiar,92.38,Tarjeta,5,No,Negocios,Argentina,5,3,2,5,4,1,2,3
Estándar,83.35,Tarjeta,4,Sí,Negocios,Alemania,2,2,4,4,4,2,5,3
Estándar,86.73,Efectivo,5,No,Otro,España,1,2,4,1,4,2,4,3
Familiar,117.31,Tarjeta,6,No,Otro,México,4,5,4,5,5,1,1,5
Estándar,91.37,Online,7,No,Vacaciones,Colombia,1,2,5,5,4,1,2,4
Estándar,147.28,Online,9,No,Otro,España,2,1,5,2,4,3,4,3
Suite,179.49,Transferencia,1,No,Vacaciones,Brasil,3,2,2,3,5,1,5,3
Estándar,96.8,Tarjeta,4,Sí,Evento,Brasil,5,2,5,1,4,5,5,4
Premium,129.58,Online,9,Sí,Negocios,México,4,4,1,5,1,3,4,3
Premium,139.99,Online,5,No,Vacaciones,Colombia,1,2,2,3,2,5,3,3
Familiar,138.88,Online,8,No,Otro,Argentina,2,3,1,3,1,3,4,3
Estándar,123.04,Efectivo,1,No,Evento,Alemania,2,4,3,1,4,3,3,3
Familiar,149.71,Tarjeta,4,No,Otro,México,5,3,1,1,4,5,3,2
Premium,139.29,Efectivo,9,No,Vacaciones,Argentina,4,3,3,4,4,4,4,3
Estándar,70.49,Efectivo,1,Sí,Evento,España,1,1,1,4,4,4,5,4
Estándar,154.77,Online,1,Sí,Otro,Colombia,1,2,3,5,5,2,1,2
Familiar,155.49,Online,4,No,Evento,Brasil,1,3,3,5,2,4,1,2
Premium,89.47,Transferencia,3,Sí,Negocios,Brasil,5,2,2,5,5,2,4,4
Estándar,121.52,Tarjeta,7,Sí,Negocios,EEUU,5,2,4,4,5,4,2,5
Familiar,147.33,Tarjeta,3,Sí,Evento,Colombia,4,1,4,5,4,2,4,4
Premium,111.63,Online,1,No,Otro,España,1,1,2,5,1,2,1,2
Familiar,162.92,Online,2,No,Otro,España,1,3,3,4,1,1,4,2
Suite,214.55,Tarjeta,4,Sí,Otro,EEUU,4,3,4,4,3,2,5,3
Estándar,88.56,Transferencia,1,Sí,Negocios,Argentina,4,4,4,5,2,5,1,3
Suite,64.76,Online,1,No,Vacaciones,España,4,2,1,5,3,5,1,3
Premium,132.15,Transferencia,8,No,Vacaciones,Argentina,2,2,5,3,5,2,1,4
Suite,148.86,Efectivo,7,No,Evento,Argentina,4,1,2,2,3,5,5,4
Suite,110.77,Online,8,No,Otro,Colombia,3,1,5,4,3,4,1,3
Premium,178.13,Efectivo,4,No,Evento,Argentina,5,3,3,2,3,5,2,3
Familiar,66.46,Online,6,Sí,Vacaciones,Brasil,4,4,1,4,2,1,1,3
Suite,147.72,Efectivo,3,No,Vacaciones,México,2,4,4,3,1,5,4,3
Familiar,95.77,Online,8,No,Otro,Brasil,3,1,1,2,1,4,2,2
Suite,188.78,Transferencia,4,No,Evento,Argentina,2,1,2,3,3,4,3,2
Familiar,199.7,Transferencia,3,No,Otro,Brasil,2,4,3,1,2,2,1,2
Premium,89.33,Transferencia,4,Sí,Vacaciones,Colombia,2,4,1,2,1,3,3,2
Suite,98.02,Efectivo,6,No,Vacaciones,Argentina,2,3,1,2,4,4,3,3
Premium,154.38,Transferencia,7,No,Otro,España,1,4,1,2,1,2,5,3
Suite,104.51,Efectivo,7,No,Evento,EEUU,5,2,4,1,1,2,4,2
Premium,118.18,Online,4,No,Negocios,EEUU,1,4,3,1,2,5,4,2
Premium,121.02,Efectivo,8,No,Otro,Alemania,3,5,4,3,2,5,3,3
Suite,43.21,Online,7,Sí,Vacaciones,EEUU,1,4,1,1,1,2,5,3
Suite,119.45,Tarjeta,2,Sí,Negocios,EEUU,3,1,4,4,4,1,2,3
Suite,92.41,Tarjeta,8,No,Otro,España,4,1,4,5,4,2,1,3
Estándar,100.28,Tarjeta,9,Sí,Negocios,México,3,5,2,2,3,5,2,4
Familiar,177.75,Efectivo,5,No,Otro,México,1,2,5,3,3,4,1,3
Estándar,69.74,Tarjeta,4,Sí,Vacaciones,España,1,4,5,3,1,1,3,4
Estándar,152.53,Tarjeta,4,No,Otro,EEUU,3,4,2,3,1,3,5,2
Premium,108.84,Tarjeta,4,No,Negocios,Colombia,1,5,2,3,1,4,5,3
Suite,108.81,Online,6,No,Evento,Brasil,3,3,4,2,4,5,4,3
Familiar,151.61,Transferencia,4,Sí,Vacaciones,Argentina,2,3,4,3,5,4,4,3
Premium,133.6,Efectivo,7,No,Vacaciones,Brasil,5,2,3,2,3,4,2,4
Estándar,142.82,Tarjeta,7,No,Negocios,México,3,4,5,3,3,5,4,3
Suite,158.73,Online,5,No,Otro,España,2,4,4,3,5,4,1,4
Premium,106.75,Transferencia,5,Sí,Otro,Colombia,2,4,3,5,1,2,5,2
Suite,95.51,Transferencia,8,Sí,Otro,EEUU,2,1,5,4,3,1,5,3
Premium,76.59,Transferencia,7,Sí,Vacaciones,España,2,3,3,1,4,5,3,2
Suite,86.98,Online,7,Sí,Vacaciones,México,3,5,3,1,5,1,3,3
Estándar,237.96,Tarjeta,6,No,Negocios,Argentina,1,1,2,1,4,2,2,2
Familiar,169.79,Transferencia,7,No,Otro,Colombia,2,1,1,4,1,5,3,3
Estándar,65.96,Online,7,Sí,Otro,Colombia,4,3,1,2,3,2,1,3
Familiar,67.1,Online,2,Sí,Negocios,México,2,4,1,1,4,3,4,3
Suite,139.27,Efectivo,2,Sí,Vacaciones,Colombia,1,2,3,1,5,3,4,3
Premium,141.89,Online,7,No,Vacaciones,Brasil,1,5,4,1,1,3,2,2
Estándar,141.96,Transferencia,7,No,Evento,Argentina,5,3,1,2,3,1,4,3
Familiar,109.8,Transferencia,7,No,Evento,México,5,2,4,4,3,3,5,4
Estándar,114.98,Online,5,No,Otro,Brasil,2,3,5,4,1,3,4,3
Familiar,133.12,Transferencia,1,No,Vacaciones,España,2,3,1,2,1,2,3,2
Estándar,123.44,Online,2,No,Otro,Alemania,5,3,3,5,1,4,5,3
Familiar,40.0,Transferencia,9,Sí,Vacaciones,Argentina,2,3,2,3,4,4,3,3
Familiar,110.81,Efectivo,8,No,Evento,EEUU,4,4,3,2,2,3,3,3
Suite,85.94,Tarjeta,8,No,Negocios,España,3,1,4,3,3,4,2,3
Familiar,127.01,Efectivo,1,Sí,Vacaciones,Brasil,5,3,5,4,4,3,2,3
Suite,239.41,Efectivo,6,Sí,Evento,EEUU,5,2,3,3,5,3,5,3
Familiar,134.7,Tarjeta,9,No,Evento,EEUU,1,2,2,1,3,1,4,2
Premium,107.46,Transferencia,8,No,Vacaciones,Brasil,2,2,2,3,2,5,1,3
Premium,156.87,Tarjeta,3,No,Otro,Brasil,5,1,5,3,5,4,4,4
Premium,139.31,Online,4,No,Vacaciones,Argentina,5,1,1,4,3,3,5,4
Familiar,136.8,Tarjeta,3,Sí,Evento,México,4,2,3,5,2,4,1,3
Suite,144.27,Efectivo,6,Sí,Vacaciones,Alemania,2,4,3,3,1,1,3,3
Suite,202.26,Tarjeta,9,Sí,Negocios,Argentina,3,1,2,4,2,1,3,2
Familiar,74.76,Transferencia,8,No,Otro,Brasil,4,1,4,1,3,3,1,2
Premium,138.95,Efectivo,4,No,Vacaciones,EEUU,3,4,3,3,2,4,3,5
Premium,82.94,Online,2,No,Evento,EEUU,1,3,2,3,3,4,4,3
Suite,142.22,Transferencia,8,Sí,Evento,España,5,1,4,1,3,4,2,3
Premium,83.25,Efectivo,8,No,Otro,Alemania,4,2,1,2,2,1,4,3
Estándar,103.31,Online,6,No,Vacaciones,Alemania,3,2,1,5,2,2,3,3
Suite,108.2,Transferencia,8,No,Evento,EEUU,2,4,2,1,5,2,2,3
Premium,159.03,Online,9,No,Otro,Alemania,1,2,2,1,5,4,4,4
Suite,156.74,Tarjeta,1,No,Negocios,España,1,5,1,1,4,4,3,3
Estándar,70.17,Tarjeta,9,No,Otro,México,5,2,2,2,3,5,4,3
Suite,122.2,Online,2,Sí,Vacaciones,EEUU,5,4,5,1,5,3,3,4
Suite,91.62,Tarjeta,1,Sí,Vacaciones,Colombia,3,4,3,2,4,1,5,4
Suite,69.66,Online,8,Sí,Evento,EEUU,3,4,5,5,3,5,1,3
Suite,111.32,Transferencia,8,No,Negocios,EEUU,1,5,4,2,4,4,3,3
Estándar,107.66,Efectivo,4,No,Vacaciones,México,3,1,2,5,5,2,4,3
Familiar,217.07,Online,8,Sí,Evento,Brasil,5,3,2,5,4,2,3,4
Suite,137.32,Efectivo,7,No,Otro,Brasil,1,2,4,5,2,5,3,4
Suite,64.9,Efectivo,2,No,Otro,Colombia,1,1,3,4,4,2,4,3
Premium,97.41,Online,5,No,Vacaciones,Colombia,2,4,1,5,1,2,4,3
Suite,160.86,Tarjeta,4,No,Negocios,Colombia,2,1,5,2,1,3,2,1
Premium,203.54,Transferencia,3,No,Evento,Brasil,3,1,3,4,4,4,3,3
Familiar,56.56,Efectivo,1,Sí,Vacaciones,Argentina,3,5,1,1,1,5,5,3
Estándar,44.8,Transferencia,5,Sí,Evento,México,5,4,1,1,4,1,1,3
Estándar,194.84,Efectivo,8,No,Otro,Alemania,5,4,2,3,4,1,3,3
Familiar,135.58,Online,9,No,Evento,Colombia,2,2,4,5,4,4,4,3
Estándar,85.27,Tarjeta,7,Sí,Otro,Alemania,1,2,2,3,1,1,2,2
Familiar,141.39,Transferencia,1,No,Negocios,España,4,2,4,5,3,2,3,3
Familiar,40.0,Efectivo,1,No,Negocios,México,4,2,2,5,4,3,5,4
Familiar,120.14,Online,1,No,Otro,Alemania,3,1,5,2,4,5,4,3
Estándar,133.11,Online,2,Sí,Vacaciones,Brasil,4,1,2,2,2,5,5,4
Premium,156.97,Efectivo,1,No,Otro,Argentina,4,2,5,1,2,2,5,3
Familiar,79.44,Efectivo,4,No,Evento,Brasil,2,2,3,4,5,4,1,3
Suite,123.43,Efectivo,9,Sí,Evento,Colombia,1,2,3,1,1,3,1,2
Estándar,82.98,Tarjeta,4,No,Evento,Argentina,5,3,2,5,3,1,3,4
Familiar,130.22,Efectivo,4,Sí,Vacaciones,Colombia,2,2,3,4,4,5,1,3
Familiar,84.19,Efectivo,7,Sí,Negocios,Argentina,5,3,1,3,4,5,3,2
Suite,103.68,Tarjeta,9,No,Negocios,Alemania,2,2,5,5,1,4,3,3
Premium,80.17,Online,7,Sí,Evento,Brasil,2,4,4,2,5,3,4,2
Premium,146.05,Efectivo,1,No,Vacaciones,Alemania,4,5,5,1,5,1,4,4
Premium,154.34,Transferencia,1,No,Evento,España,5,1,2,1,2,5,2,2
Familiar,110.62,Online,4,No,Negocios,México,2,4,3,3,1,5,1,3
Familiar,121.53,Transferencia,4,Sí,Otro,Brasil,4,5,3,1,5,1,2,2
Familiar,62.06,Efectivo,1,No,Evento,EEUU,3,3,1,1,5,3,5,3
Estándar,108.01,Tarjeta,6,Sí,Evento,Brasil,5,1,3,4,3,3,3,3
Suite,117.99,Tarjeta,2,No,Evento,España,2,3,2,5,2,3,3,3
Familiar,224.83,Tarjeta,5,No,Negocios,Brasil,3,3,2,4,2,5,4,3
Suite,75.52,Efectivo,8,Sí,Vacaciones,España,4,1,4,4,2,2,5,2
Suite,178.57,Efectivo,3,No,Otro,Brasil,2,5,5,1,5,5,3,4
Premium,159.87,Transferencia,9,No,Otro,España,4,1,5,5,4,4,3,3
Estándar,131.23,Tarjeta,7,Sí,Otro,Argentina,4,2,5,1,5,4,5,4
Familiar,190.34,Efectivo,9,No,Evento,Colombia,4,3,4,1,5,5,5,4
Premium,134.88,Online,1,No,Negocios,Alemania,5,2,4,4,1,5,3,3
Premium,135.57,Efectivo,5,Sí,Otro,Brasil,3,1,4,2,2,1,5,2
Familiar,117.88,Efectivo,3,No,Evento,México,3,1,1,2,2,3,1,2
Suite,168.94,Online,4,Sí,Vacaciones,Colombia,1,5,4,4,3,1,5,4
Premium,163.86,Tarjeta,4,No,Evento,España,2,3,3,4,2,4,2,3
Suite,94.97,Online,7,No,Otro,México,4,4,1,1,5,4,2,4
Estándar,67.23,Tarjeta,8,No,Otro,Colombia,2,1,3,5,1,2,3,3
Suite,111.88,Online,5,No,Vacaciones,EEUU,3,4,5,1,3,3,3,3
Estándar,88.0,Transferencia,7,Sí,Negocios,Brasil,3,3,2,1,5,3,4,3
Suite,117.46,Tarjeta,3,Sí,Vacaciones,Brasil,4,2,5,3,5,4,5,4
