Nombres,nivel_satisfaccion,ultima_evaluacion,numero_proyectos,tiempo_empresa,"accidente_trabajo (0 No, 1 Si)","promocion_ultimos_5 (0 Si, 1 No)","salario (0 Bajo, 1 Medio, 2 2)",prom_horas_mes
Empleado 2021,0.79,0.97,5,2,0,0,1,266
Empleado 2022,0.98,0.66,5,3,0,0,1,248
Empleado 2023,0.75,0.7,4,4,0,0,2,144
Empleado 2024,1,0.41,4,3,0,0,0,174
Empleado 2025,0.24,0.82,5,6,0,0,1,179
Empleado 2026,0.84,0.43,6,4,0,0,1,246
Empleado 2027,0.56,0.86,4,3,1,0,1,201
Empleado 2028,0.92,0.93,4,3,0,0,1,208
Empleado 2029,0.61,0.98,3,3,0,0,0,267
Empleado 2030,0.84,0.77,4,4,0,0,0,262
Empleado 2031,0.85,0.59,3,3,0,0,0,235
Empleado 2032,0.67,0.57,2,4,0,0,0,160
Empleado 2033,0.54,0.94,4,4,0,0,0,267
Empleado 2034,0.75,0.56,5,4,0,0,0,175
Empleado 2035,0.82,0.79,4,2,0,0,0,224
Empleado 2036,0.76,0.6,4,2,0,0,0,177
Empleado 2037,0.19,0.53,6,4,0,0,0,191
Empleado 2038,0.61,0.41,3,3,0,0,0,138
Empleado 2039,0.51,0.8,3,2,1,0,0,218
Empleado 2040,0.52,0.88,3,2,1,0,0,179
Empleado 2041,0.74,0.58,3,3,0,0,0,241
Empleado 2042,0.98,0.91,4,3,0,0,0,240
Empleado 2043,0.71,0.92,3,4,0,0,0,202
Empleado 2044,0.33,0.88,6,3,0,0,0,260
Empleado 2045,0.98,0.97,3,3,0,0,0,196
Empleado 2046,0.52,0.59,2,3,1,0,0,176
Empleado 2047,0.84,0.65,2,3,0,0,0,140
Empleado 2048,0.87,0.5,3,2,0,0,0,242
Empleado 2049,0.48,0.85,3,4,0,0,0,279
Empleado 2050,0.58,0.55,4,3,0,0,1,202
Empleado 2051,0.58,0.84,5,3,0,0,1,228
Empleado 2052,0.73,0.69,4,3,0,0,1,171
Empleado 2053,0.68,0.54,4,3,0,0,1,153
Empleado 2054,0.41,0.68,3,3,1,0,1,165
Empleado 2055,0.85,0.6,3,3,0,0,1,182
Empleado 2056,0.54,0.7,5,5,0,0,1,239
Empleado 2057,0.81,0.61,5,2,0,0,1,231
Empleado 2058,0.7,0.52,4,3,0,0,1,255
Empleado 2059,0.63,0.66,4,2,1,0,1,237
Empleado 2060,0.68,0.54,3,2,0,0,1,251
Empleado 2061,0.7,0.53,4,2,0,0,1,178
Empleado 2062,0.82,0.65,4,3,0,0,2,148
Empleado 2063,0.72,0.94,4,4,0,0,0,240
Empleado 2064,0.77,0.78,3,3,0,0,1,269
Empleado 2065,0.86,0.91,4,3,0,0,1,147
Empleado 2066,0.15,0.97,3,5,0,0,1,198
Empleado 2067,0.81,0.99,5,3,0,0,1,143
Empleado 2068,0.93,0.98,3,2,0,0,0,238
Empleado 2069,0.62,0.74,4,4,0,0,0,213
Empleado 2070,0.53,0.81,3,3,1,0,0,226
Empleado 2071,0.86,0.99,3,2,1,0,0,169
Empleado 2072,0.92,0.65,4,2,0,0,0,238
Empleado 2073,0.97,0.83,4,3,0,0,0,202
Empleado 2074,0.39,0.78,2,6,1,0,0,205
Empleado 2075,0.45,0.66,3,4,0,0,0,111
Empleado 2076,0.41,0.47,4,3,0,0,0,104
Empleado 2077,0.51,0.69,3,3,0,0,0,212
Empleado 2078,0.74,0.62,4,4,0,0,0,236
Empleado 2079,0.69,0.57,5,2,1,0,0,245
Empleado 2080,0.84,0.64,4,4,0,0,0,267
Empleado 2081,0.69,0.66,5,5,0,0,0,106
Empleado 2082,0.93,0.53,5,3,0,0,0,198
Empleado 2083,0.33,0.45,6,3,0,0,0,239
Empleado 2084,0.25,0.65,5,3,0,0,0,220
Empleado 2085,0.63,0.59,5,3,0,0,0,224
Empleado 2086,0.81,0.62,3,3,0,0,0,100
Empleado 2087,0.12,0.87,4,5,0,0,0,244
Empleado 2088,0.52,0.66,4,3,0,0,0,139
Empleado 2089,0.57,0.51,2,2,0,0,1,152
Empleado 2090,0.84,0.58,4,3,0,0,1,208
Empleado 2091,0.6,0.95,5,3,0,0,1,205
Empleado 2092,0.73,0.44,2,6,0,0,1,194
Empleado 2093,0.2,0.58,3,5,0,0,1,209
Empleado 2094,0.58,0.9,3,3,0,0,1,212
Empleado 2095,0.48,0.56,2,3,0,0,1,151
Empleado 2096,0.54,0.67,4,6,0,0,1,282
Empleado 2097,0.86,1,4,3,0,0,1,256
Empleado 2098,0.94,0.83,2,3,1,0,1,185
Empleado 2099,0.76,0.74,5,3,0,0,1,132
Empleado 2100,0.61,0.95,5,3,0,0,1,233
Empleado 2101,0.56,0.94,4,2,0,0,2,215
Empleado 2102,1,0.74,3,4,0,0,0,220
Empleado 2103,0.15,0.53,6,3,0,0,1,222
Empleado 2104,0.19,0.58,5,2,0,0,1,182
Empleado 2105,0.17,0.73,5,4,0,0,1,258
Empleado 2106,0.71,0.57,3,2,0,0,1,209
Empleado 2107,0.86,0.79,3,2,0,0,0,242
Empleado 2108,0.59,0.88,4,3,1,0,0,155
Empleado 2109,0.74,0.76,5,4,0,0,0,104
Empleado 2110,0.98,0.92,4,3,1,0,0,201
Empleado 2111,0.93,0.75,5,3,0,0,0,143
Empleado 2112,1,0.92,5,3,1,0,0,161
Empleado 2113,0.59,0.81,4,2,0,0,0,200
Empleado 2114,0.98,0.55,4,2,0,0,0,255
Empleado 2115,0.35,0.5,5,2,0,0,0,227
Empleado 2116,0.42,0.96,3,6,0,0,0,270
Empleado 2117,0.61,0.85,5,3,0,0,0,230
Empleado 2118,0.78,0.72,5,3,1,0,0,270
Empleado 2119,0.93,0.52,4,3,0,0,0,200
Empleado 2120,0.5,0.95,5,3,0,0,0,207
Empleado 2121,0.67,0.51,5,3,0,0,0,182
Empleado 2122,0.75,0.85,4,3,0,0,0,234
Empleado 2123,0.79,0.51,4,2,0,0,0,237
Empleado 2124,0.84,0.89,4,2,1,0,0,187
Empleado 2125,0.72,0.5,3,6,0,0,0,257
Empleado 2126,0.57,0.48,2,2,0,0,0,194
Empleado 2127,0.73,0.52,4,3,0,0,0,162
Empleado 2128,0.74,0.58,4,2,0,0,1,148
Empleado 2129,0.52,0.83,4,2,0,0,1,210
Empleado 2130,0.56,0.76,3,2,1,0,1,213
Empleado 2131,0.76,0.68,4,2,1,0,1,189
Empleado 2132,0.82,0.93,4,2,0,0,1,185
Empleado 2133,0.76,0.83,3,2,1,0,1,186
Empleado 2134,0.62,0.59,3,3,0,0,1,128
Empleado 2135,0.48,0.8,4,3,0,0,1,268
Empleado 2136,0.64,0.77,3,3,1,0,1,213
Empleado 2137,0.74,0.82,4,2,0,0,1,142
Empleado 2138,0.52,0.43,2,2,0,0,1,199
Empleado 2139,0.67,0.5,4,2,0,0,1,157
Empleado 2140,0.71,0.76,5,2,1,0,2,172
Empleado 2141,0.72,0.63,3,3,1,0,0,176
Empleado 2142,0.33,0.58,2,2,0,0,1,183
Empleado 2143,0.91,0.56,4,2,0,0,1,270
Empleado 2144,0.88,0.68,5,4,1,0,1,157
Empleado 2145,0.96,0.6,4,3,0,0,1,185
Empleado 2146,0.97,0.68,3,3,0,0,0,167
Empleado 2147,0.27,0.59,5,5,0,0,0,226
Empleado 2148,0.65,0.64,3,4,0,0,0,223
Empleado 2149,0.68,0.73,3,3,0,0,0,257
Empleado 2150,0.68,0.46,4,3,0,0,0,143
Empleado 2151,0.69,0.74,3,2,0,0,0,215
Empleado 2152,0.79,0.99,3,4,0,0,0,194
Empleado 2153,0.74,0.92,5,3,0,0,0,193
Empleado 2154,0.8,0.83,3,3,0,0,0,163
Empleado 2155,0.38,0.94,5,5,0,0,0,252
Empleado 2156,0.26,0.83,3,3,0,0,0,168
Empleado 2157,0.81,0.86,3,3,0,0,0,231
Empleado 2158,0.67,0.54,2,2,0,0,0,141
Empleado 2159,0.55,0.81,4,2,0,0,0,260
Empleado 2160,0.87,0.71,3,2,0,0,0,132
Empleado 2161,0.46,0.69,2,2,0,0,0,159
Empleado 2162,0.63,0.57,4,3,1,0,0,177
Empleado 2163,0.54,0.96,4,3,0,0,0,248
Empleado 2164,1,0.49,3,2,0,0,0,185
Empleado 2165,0.97,0.66,4,2,0,0,0,149
Empleado 2166,0.9,0.92,3,3,0,0,0,152
Empleado 2167,0.75,0.7,3,3,0,0,1,129
Empleado 2168,0.92,0.84,4,2,0,0,1,208
Empleado 2169,0.8,0.94,4,2,0,0,1,136
Empleado 2170,0.57,0.81,3,2,0,0,1,142
Empleado 2171,0.81,0.94,3,4,0,0,1,225
Empleado 2172,0.64,0.6,3,3,0,0,1,143
Empleado 2173,0.71,0.54,4,3,0,0,1,215
Empleado 2174,0.35,0.58,3,6,1,0,1,229
Empleado 2175,0.88,0.81,5,5,0,0,1,193
Empleado 2176,0.13,0.59,5,5,0,0,1,160
Empleado 2177,0.82,0.73,4,5,1,0,1,195
Empleado 2178,0.17,0.92,4,2,0,0,1,189
Empleado 2179,0.21,0.82,4,5,0,0,2,207
Empleado 2180,0.89,0.47,4,3,0,0,0,108
Empleado 2181,0.2,0.72,6,4,0,0,1,224
Empleado 2182,0.99,0.81,5,3,1,0,1,180
Empleado 2183,0.26,0.85,6,4,0,0,1,152
Empleado 2184,0.22,0.53,4,2,0,0,1,244
Empleado 2185,0.79,0.84,3,3,0,0,0,176
Empleado 2186,0.73,0.79,4,2,1,0,0,145
Empleado 2187,0.83,0.54,3,3,0,0,0,149
Empleado 2188,0.42,0.54,3,4,0,0,0,122
Empleado 2189,0.18,0.8,2,5,0,0,0,110
Empleado 2190,0.92,0.91,4,2,0,0,0,222
Empleado 2191,0.87,0.52,3,3,0,0,0,237
Empleado 2192,0.72,0.65,4,3,0,0,0,224
Empleado 2193,0.64,0.58,5,5,0,0,0,115
Empleado 2194,1,0.66,4,3,0,0,0,180
Empleado 2195,0.83,0.65,4,3,0,0,0,162
Empleado 2196,0.98,0.58,4,3,0,0,0,136
Empleado 2197,0.7,0.87,3,2,0,0,0,260
Empleado 2198,0.9,0.79,4,2,0,0,0,150
Empleado 2199,0.55,0.99,4,3,0,0,0,248
Empleado 2200,0.78,0.84,3,3,1,0,0,233
Empleado 2201,0.89,0.53,5,3,0,0,0,272
Empleado 2202,0.17,0.59,3,5,0,0,0,197
Empleado 2203,0.14,0.64,5,5,0,0,0,164
Empleado 2204,0.85,0.57,4,2,0,0,0,216
Empleado 2205,0.84,0.79,4,3,1,0,0,266
Empleado 2206,0.7,0.69,3,4,1,0,1,102
Empleado 2207,0.16,0.98,5,5,0,0,1,284
Empleado 2208,0.51,0.69,3,2,1,0,1,145
Empleado 2209,0.6,0.89,3,4,0,0,1,167
Empleado 2210,0.5,0.63,3,2,0,0,1,172
Empleado 2211,0.43,0.39,5,5,0,0,1,198
Empleado 2212,0.5,0.7,4,4,0,0,1,201
Empleado 2213,0.91,0.89,4,4,0,0,1,197
Empleado 2214,0.65,0.93,4,2,0,0,1,270
Empleado 2215,0.59,0.52,2,3,0,0,1,149
Empleado 2216,0.89,0.56,3,3,0,0,1,256
Empleado 2217,0.97,0.6,3,3,0,0,1,162
Empleado 2218,0.56,0.97,5,2,0,0,2,163
Empleado 2219,0.76,0.93,3,3,1,0,0,266
Empleado 2220,0.28,0.55,4,4,0,0,1,208
Empleado 2221,0.75,0.51,4,4,0,0,1,138
Empleado 2222,0.78,0.81,4,3,0,0,1,232
Empleado 2223,0.26,0.63,6,4,0,0,1,100
Empleado 2224,0.53,0.72,2,5,0,0,0,172
Empleado 2225,0.25,0.41,3,6,1,0,0,133
Empleado 2226,0.82,0.51,3,3,0,0,0,234
Empleado 2227,0.71,0.57,2,4,0,0,0,183
Empleado 2228,0.61,0.95,4,4,0,0,0,174
Empleado 2229,0.89,0.68,3,2,0,0,0,175
Empleado 2230,0.57,0.78,3,3,1,0,0,109
Empleado 2231,0.93,0.8,4,3,0,0,0,248
Empleado 2232,0.61,0.84,5,4,0,0,0,104
Empleado 2233,0.56,0.62,3,2,0,0,0,154
Empleado 2234,0.7,0.89,6,2,0,0,0,214
Empleado 2235,0.9,0.64,4,4,0,0,0,209
Empleado 2236,0.15,0.74,6,2,0,0,0,212
Empleado 2237,0.39,0.36,3,3,1,0,0,168
Empleado 2238,0.74,0.72,4,3,0,0,0,176
Empleado 2239,0.7,0.61,4,4,1,0,0,163
Empleado 2240,0.72,0.93,4,2,0,0,0,148
Empleado 2241,0.61,0.97,3,3,0,0,0,137
Empleado 2242,0.96,1,5,3,0,0,0,162
Empleado 2243,0.7,0.59,4,3,0,0,0,216
Empleado 2244,0.92,0.49,3,2,0,0,0,240
Empleado 2245,0.72,0.56,4,2,0,0,1,176
Empleado 2246,0.53,0.75,6,6,0,0,1,192
Empleado 2247,0.67,0.85,3,4,0,0,1,160
Empleado 2248,0.78,0.8,4,2,1,0,1,194
Empleado 2249,0.53,0.75,4,2,1,0,1,239
Empleado 2250,0.9,0.48,4,3,0,0,1,204
Empleado 2251,0.16,0.9,5,3,0,0,1,258
Empleado 2252,0.62,0.38,3,3,0,0,1,257
Empleado 2253,0.62,0.98,4,3,0,0,1,137
Empleado 2254,0.22,0.52,6,4,0,0,1,175
Empleado 2255,0.91,0.82,3,3,0,0,1,183
Empleado 2256,0.87,0.74,4,4,0,0,1,190
Empleado 2257,0.95,0.69,3,2,0,0,2,225
Empleado 2258,0.99,0.75,3,3,0,0,0,215
Empleado 2259,0.99,0.57,3,4,1,0,1,176
Empleado 2260,0.77,0.99,4,3,1,0,1,153
Empleado 2261,0.75,0.68,3,2,1,0,1,150
Empleado 2262,0.83,0.54,4,5,0,0,1,259
Empleado 2263,0.61,0.39,3,2,0,0,0,99
Empleado 2264,0.91,0.97,3,2,0,0,0,167
Empleado 2265,0.47,0.64,3,3,0,0,0,192
Empleado 2266,0.77,0.61,5,3,0,0,0,146
Empleado 2267,0.55,0.51,3,3,0,0,0,190
Empleado 2268,0.32,0.48,5,3,0,0,0,246
Empleado 2269,0.96,0.67,6,3,0,0,0,190
Empleado 2270,0.72,0.79,5,2,0,0,0,260
Empleado 2271,0.8,0.9,4,3,0,0,0,136
Empleado 2272,0.61,0.55,4,3,0,0,0,231
Empleado 2273,0.97,0.88,3,2,0,0,0,204
Empleado 2274,0.63,0.93,4,3,0,0,0,201
Empleado 2275,0.92,0.92,3,3,0,0,0,159
Empleado 2276,0.94,0.74,5,3,0,0,0,171
Empleado 2277,0.79,0.72,6,4,0,0,0,240
Empleado 2278,0.75,0.73,2,4,0,0,0,152
Empleado 2279,0.78,0.99,3,3,1,0,0,151
Empleado 2280,0.96,0.45,6,2,1,0,0,232
Empleado 2281,0.65,0.68,4,5,0,0,0,128
Empleado 2282,0.18,0.94,3,6,1,0,0,187
Empleado 2283,0.94,0.51,3,2,0,0,0,160
Empleado 2284,0.84,0.79,4,3,0,0,1,259
Empleado 2285,0.67,0.54,2,2,0,0,1,136
Empleado 2286,0.71,0.5,4,3,0,0,1,253
Empleado 2287,0.56,0.64,3,3,0,0,1,260
Empleado 2288,0.29,0.56,5,6,0,0,1,231
Empleado 2289,0.47,0.9,3,2,1,0,1,101
Empleado 2290,0.4,0.69,2,3,0,0,1,174
Empleado 2291,0.81,0.82,4,2,0,0,1,167
Empleado 2292,0.96,0.99,3,3,0,0,1,148
Empleado 2293,0.99,0.75,6,5,1,0,1,139
Empleado 2294,0.75,0.77,4,3,0,0,1,136
Empleado 2295,0.75,0.74,4,2,0,0,1,153
Empleado 2296,1,0.86,4,2,0,0,2,161
Empleado 2297,0.52,0.53,2,2,0,0,0,163
Empleado 2298,0.98,0.74,3,3,0,0,1,164
Empleado 2299,0.6,0.64,2,5,0,0,1,137
Empleado 2300,0.38,0.44,3,3,0,0,1,137
Empleado 2301,0.51,0.41,6,5,0,0,1,106
Empleado 2302,0.91,0.61,2,2,0,0,0,272
Empleado 2303,0.56,0.62,5,3,0,0,0,238
Empleado 2304,0.58,0.69,4,4,0,0,0,223
Empleado 2305,0.51,0.53,3,2,0,0,0,201
Empleado 2306,0.91,0.55,6,4,0,0,0,97
Empleado 2307,0.8,0.98,2,6,1,0,0,232
Empleado 2308,0.55,0.83,4,3,0,0,0,199
Empleado 2309,0.62,0.53,3,3,0,0,0,141
Empleado 2310,0.62,0.6,3,2,0,0,0,171
Empleado 2311,0.87,0.58,4,3,0,0,0,212
Empleado 2312,0.65,0.5,5,2,0,0,0,270
Empleado 2313,0.51,0.64,3,2,0,0,0,267
Empleado 2314,0.98,0.77,3,2,1,0,0,134
Empleado 2315,0.13,0.43,4,5,0,0,0,165
Empleado 2316,0.78,0.76,5,4,1,0,0,168
Empleado 2317,0.6,0.98,3,2,0,0,0,262
Empleado 2318,0.68,0.69,3,2,0,0,0,185
Empleado 2319,0.55,0.84,3,3,0,0,0,237
Empleado 2320,0.99,0.79,4,3,0,0,0,192
Empleado 2321,0.92,0.68,5,2,0,0,0,236
Empleado 2322,1,0.65,4,4,1,0,0,202
Empleado 2323,0.77,0.93,4,2,0,0,1,171
Empleado 2324,0.86,0.7,5,3,0,0,1,160
Empleado 2325,0.89,0.84,2,3,0,0,1,252
Empleado 2326,0.58,0.55,5,3,0,0,1,206
Empleado 2327,0.56,0.66,3,2,0,0,1,212
Empleado 2328,0.38,0.64,3,3,0,0,1,111
Empleado 2329,0.62,0.64,3,2,0,0,1,240
Empleado 2330,0.66,0.77,2,2,0,0,1,171
Empleado 2331,0.3,0.44,3,2,0,0,1,129
Empleado 2332,0.82,0.83,3,2,0,0,1,271
Empleado 2333,0.96,0.68,4,2,0,0,1,162
Empleado 2334,0.66,0.95,3,3,0,0,1,191
Empleado 2335,0.79,0.5,5,3,0,0,2,176
Empleado 2336,0.97,0.77,3,2,1,0,0,182
Empleado 2337,0.59,0.65,3,3,0,0,1,226
Empleado 2338,0.57,0.48,4,3,0,0,1,161
Empleado 2339,0.64,0.53,4,3,0,0,1,163
Empleado 2340,0.14,0.51,5,4,0,0,1,173
Empleado 2341,0.48,0.55,3,2,0,0,0,228
Empleado 2342,0.78,1,3,3,0,0,0,139
Empleado 2343,0.96,0.62,5,5,0,0,0,128
Empleado 2344,0.82,0.97,3,2,1,0,0,115
Empleado 2345,0.94,0.9,5,4,0,0,0,191
Empleado 2346,0.95,0.66,4,3,0,0,0,183
Empleado 2347,0.59,0.43,3,3,0,0,0,173
Empleado 2348,0.69,0.89,4,2,0,0,0,174
Empleado 2349,0.74,0.72,3,3,0,0,0,213
Empleado 2350,0.67,0.67,4,4,0,0,0,192
Empleado 2351,0.83,0.52,3,2,1,0,0,167
Empleado 2352,0.81,0.85,3,3,1,0,0,263
Empleado 2353,0.54,0.73,2,3,0,0,0,100
Empleado 2354,0.89,0.83,3,3,0,0,0,164
Empleado 2355,0.79,0.74,5,2,0,0,0,172
Empleado 2356,0.46,0.58,4,3,0,0,0,171
Empleado 2357,0.99,0.93,4,3,0,0,0,236
Empleado 2358,0.75,0.9,5,4,0,0,0,186
Empleado 2359,0.93,0.82,4,3,0,0,0,175
Empleado 2360,0.65,0.6,5,3,0,0,0,227
Empleado 2361,0.19,0.63,4,6,0,0,0,142
Empleado 2362,0.48,0.61,2,2,0,0,1,121
Empleado 2363,0.95,0.64,5,3,0,0,1,234
Empleado 2364,0.92,0.77,4,3,0,0,1,185
Empleado 2365,0.84,0.54,4,3,0,0,1,160
Empleado 2366,0.37,0.63,4,3,1,0,1,153
Empleado 2367,0.22,0.74,3,6,0,0,1,199
Empleado 2368,0.64,0.54,3,2,0,0,1,166
Empleado 2369,0.72,0.88,2,3,0,0,1,247
Empleado 2370,0.48,0.69,4,3,0,0,1,245
Empleado 2371,0.12,0.55,5,4,0,0,1,242
Empleado 2372,0.78,0.98,5,2,0,0,1,158
Empleado 2373,0.71,0.74,3,3,1,0,1,163
Empleado 2374,0.38,0.69,3,3,1,0,2,99
Empleado 2375,0.57,0.85,4,3,0,0,0,164
Empleado 2376,0.72,0.51,3,3,0,0,1,160
Empleado 2377,0.6,0.57,2,3,0,0,1,184
Empleado 2378,0.61,0.55,5,2,0,0,1,266
Empleado 2379,0.67,0.64,4,2,0,0,1,190
Empleado 2380,0.97,0.97,5,2,0,0,0,192
Empleado 2381,0.22,0.6,3,6,1,0,0,205
Empleado 2382,0.15,0.53,4,5,1,0,0,205
Empleado 2383,0.6,0.6,3,3,0,0,0,258
Empleado 2384,0.15,0.8,5,2,1,0,0,151
Empleado 2385,0.5,0.81,3,2,0,0,0,148
Empleado 2386,0.9,0.67,3,2,0,0,0,179
Empleado 2387,0.84,0.51,6,2,1,0,0,141
Empleado 2388,0.74,0.78,5,2,0,0,0,216
Empleado 2389,0.72,0.51,3,2,0,0,0,235
Empleado 2390,0.93,0.63,3,4,1,0,0,160
Empleado 2391,0.54,0.69,3,4,0,0,0,141
Empleado 2392,0.87,0.65,4,2,1,0,0,246
Empleado 2393,0.19,0.98,5,4,1,0,0,226
Empleado 2394,0.33,0.4,4,2,1,0,0,212
Empleado 2395,0.94,0.93,4,3,0,0,0,220
Empleado 2396,0.77,0.49,4,2,0,0,0,266
Empleado 2397,0.48,0.82,3,2,0,0,0,183
Empleado 2398,0.7,0.74,5,3,1,0,0,263
Empleado 2399,0.54,0.93,4,4,1,0,0,161
Empleado 2400,0.61,0.98,4,2,0,0,0,199
Empleado 2401,0.97,0.4,4,4,1,0,1,258
Empleado 2402,0.6,0.85,3,2,1,0,1,209
Empleado 2403,0.93,0.84,5,3,0,0,1,135
Empleado 2404,0.48,0.69,4,2,0,0,1,222
Empleado 2405,0.16,0.76,5,3,0,0,1,192
Empleado 2406,0.18,0.75,3,3,0,0,1,250
Empleado 2407,0.84,0.75,3,3,1,0,1,187
Empleado 2408,0.69,0.63,4,3,0,0,1,217
Empleado 2409,0.22,0.88,4,3,1,0,1,213
Empleado 2410,0.83,0.52,4,3,0,0,1,273
Empleado 2411,0.58,0.5,2,3,0,0,1,132
Empleado 2412,0.61,0.62,4,3,1,0,1,140
Empleado 2413,0.67,0.5,4,2,1,0,2,173
Empleado 2414,0.56,0.76,4,2,0,0,0,189
Empleado 2415,0.74,0.74,3,3,0,0,1,156
Empleado 2416,0.92,0.97,4,5,1,0,1,238
Empleado 2417,0.81,0.68,5,2,0,0,1,230
Empleado 2418,0.48,0.49,4,2,1,0,1,242
Empleado 2419,0.73,0.72,4,3,0,0,0,197
Empleado 2420,0.97,0.66,6,5,0,0,0,164
Empleado 2421,0.15,0.51,6,5,0,0,0,248
Empleado 2422,0.69,0.76,5,6,0,0,0,255
Empleado 2423,0.61,0.68,5,4,0,0,0,225
Empleado 2424,0.86,0.58,3,2,0,0,0,151
Empleado 2425,0.55,0.88,4,3,0,0,0,252
Empleado 2426,0.9,0.74,4,4,1,0,0,206
Empleado 2427,0.65,0.4,2,2,0,0,0,141
Empleado 2428,0.81,0.92,5,3,0,0,0,259
Empleado 2429,0.65,0.86,5,3,0,0,0,250
Empleado 2430,0.47,0.86,4,6,0,0,0,169
Empleado 2431,0.93,0.53,3,3,1,0,0,200
Empleado 2432,0.77,0.9,4,5,0,0,0,104
Empleado 2433,0.87,0.82,6,3,0,0,0,176
Empleado 2434,0.87,0.84,5,2,0,0,0,137
Empleado 2435,0.65,0.75,2,3,0,0,0,151
Empleado 2436,0.21,0.7,6,6,1,0,0,130
Empleado 2437,0.75,0.59,4,2,0,0,0,199
Empleado 2438,0.72,0.86,4,2,0,0,0,191
Empleado 2439,0.88,0.63,3,3,1,0,0,273
Empleado 2440,0.66,0.58,3,3,0,0,1,205
Empleado 2441,0.8,0.75,3,3,0,0,1,181
Empleado 2442,0.22,0.55,4,3,1,0,1,261
Empleado 2443,0.92,0.69,3,3,0,0,1,192
Empleado 2444,0.54,0.77,4,3,0,0,1,271
Empleado 2445,0.91,0.56,4,3,0,0,1,158
Empleado 2446,0.77,0.83,4,2,0,0,1,231
Empleado 2447,0.61,0.51,3,3,1,0,1,156
Empleado 2448,0.48,0.9,4,4,0,0,1,201
Empleado 2449,0.25,0.69,3,4,0,0,1,187
Empleado 2450,0.91,0.7,3,4,0,0,1,132
Empleado 2451,0.72,0.58,5,3,1,0,1,147
Empleado 2452,0.77,0.71,4,3,0,0,2,223
Empleado 2453,0.41,0.4,2,2,0,0,0,194
Empleado 2454,0.51,0.49,4,2,0,0,1,234
Empleado 2455,0.72,0.79,3,3,0,0,1,149
Empleado 2456,0.47,0.57,3,3,1,0,1,162
Empleado 2457,0.53,0.67,4,2,0,0,1,238
Empleado 2458,0.65,0.52,5,3,0,0,0,149
Empleado 2459,0.18,0.75,4,5,0,0,0,170
Empleado 2460,0.61,0.48,3,2,0,0,0,250
Empleado 2461,0.86,0.72,4,2,0,0,0,167
Empleado 2462,0.14,0.77,4,5,0,0,0,166
Empleado 2463,0.63,0.8,3,2,0,0,0,205
Empleado 2464,0.79,0.57,3,3,0,0,0,250
Empleado 2465,0.78,0.97,4,3,0,0,0,142
Empleado 2466,0.14,0.52,4,6,0,0,0,217
Empleado 2467,0.85,0.54,3,3,0,0,0,139
Empleado 2468,0.85,0.75,4,3,0,0,0,139
Empleado 2469,0.91,0.76,5,3,0,0,0,152
Empleado 2470,0.76,0.74,3,2,0,0,0,224
Empleado 2471,0.62,0.72,5,3,0,0,0,180
Empleado 2472,0.53,0.69,4,2,0,0,0,216
Empleado 2473,0.97,0.63,3,3,0,0,0,133
Empleado 2474,0.48,0.53,4,3,0,0,0,271
Empleado 2475,0.5,0.55,4,3,1,0,0,148
Empleado 2476,0.32,0.42,2,4,0,0,0,99
Empleado 2477,0.58,0.77,4,2,1,0,0,196
Empleado 2478,0.81,0.83,3,2,0,0,0,196
Empleado 2479,0.48,0.84,4,3,0,0,1,228
Empleado 2480,0.96,0.88,4,2,0,0,1,165
Empleado 2481,0.56,0.9,3,2,0,0,1,235
Empleado 2482,0.63,0.96,4,2,0,0,1,167
Empleado 2483,0.21,0.5,5,5,0,0,1,255
Empleado 2484,0.94,0.78,3,3,1,0,1,184
Empleado 2485,0.94,0.89,4,3,0,0,1,239
Empleado 2486,0.96,0.54,3,2,0,0,1,153
Empleado 2487,0.49,0.5,4,5,1,0,1,187
Empleado 2488,0.82,0.68,2,2,0,0,1,285
Empleado 2489,0.6,0.5,3,3,0,0,1,274
Empleado 2490,0.76,0.5,3,3,1,0,1,156
Empleado 2491,0.69,0.64,5,2,1,0,2,265
Empleado 2492,1,0.94,4,3,0,0,0,144
Empleado 2493,0.62,0.66,4,3,0,0,1,143
Empleado 2494,0.4,0.99,4,6,1,0,1,214
Empleado 2495,0.94,0.91,3,3,0,0,1,163
Empleado 2496,0.76,0.84,4,4,0,0,1,236
Empleado 2497,0.58,0.69,3,4,0,0,0,146
Empleado 2498,0.85,0.78,4,2,0,0,0,106
Empleado 2499,0.45,0.52,2,3,0,0,0,105
Empleado 2500,0.13,0.67,3,4,0,0,0,181
Empleado 2501,0.24,0.5,5,4,0,0,0,174
Empleado 2502,0.64,0.69,3,2,1,0,0,207
Empleado 2503,0.63,0.61,6,2,0,0,0,118
Empleado 2504,0.61,0.99,4,2,0,0,0,251
Empleado 2505,0.71,0.99,2,3,0,0,0,136
Empleado 2506,0.9,0.89,5,3,1,0,0,249
Empleado 2507,0.17,0.76,4,5,0,0,0,171
Empleado 2508,0.93,0.97,3,2,1,0,0,256
Empleado 2509,0.83,0.89,5,3,1,0,0,141
Empleado 2510,0.58,0.75,4,2,0,0,0,186
Empleado 2511,0.76,0.5,3,3,0,0,0,258
Empleado 2512,0.5,0.78,3,2,0,0,0,228
Empleado 2513,0.22,0.81,5,4,0,0,0,205
Empleado 2514,0.9,0.88,4,3,0,0,0,174
Empleado 2515,0.7,0.63,3,4,1,0,0,155
Empleado 2516,0.73,0.85,5,3,0,0,0,245
